date,project,inoculation,number,seedling_id,height_cm,branching_cm,diameter_mm,chlorosis,notes
02/01/2024,DFC,R,147,DFCR147,2.6,0,1.14,,
02/01/2024,DFC,R,145,DFCR145,1.9,0,0.92,,
02/01/2024,DFC,R,127,DFCR127,2.1,0,1.02,,
02/01/2024,DFC,R,121,DFCR121,2.9,0,1.12,,
02/01/2024,DFC,R,195,DFCR195,2.1,0,0.92,,
02/01/2024,DFC,R,132,DFCR132,2.6,0,0.9,,
02/01/2024,DFC,R,183,DFCR183,2.3,0,1.09,,
02/01/2024,DFC,R,142,DFCR142,1.8,0,0.83,,
02/01/2024,DFC,R,114,DFCR114,3,0,0.83,,
02/01/2024,DFC,R,117,DFCR117,2.6,0,1.19,,
02/01/2024,DFC,R,122,DFCR122,1.9,0,0.88,,
02/01/2024,DFC,R,162,DFCR162,2.5,0,0.94,,
02/01/2024,DFC,R,159,DFCR159,2.6,0,0.94,,
03/01/2024,DFC,S,207,DFCS207,2.8,0,1.08,,
03/01/2024,DFC,S,206,DFCS206,1.9,0,1.03,,
03/01/2024,DFC,S,213,DFCS213,3.2,0,1.18,,
03/01/2024,DFC,S,217,DFCS217,1.6,0,0.97,,
03/01/2024,DFC,S,210,DFCS210,3.2,0,0.96,,
03/01/2024,DFC,S,219,DFCS219,2.4,0,1.19,,
03/01/2024,DFC,S,208,DFCS208,3,0,0.89,,
03/01/2024,DFC,S,209,DFCS209,2.6,0,1.29,,
03/01/2024,DFC,S,218,DFCS218,3.1,0,1.06,,
03/01/2024,DFC,U,205,DFCU205,2.9,0,1.02,,
03/01/2024,DFC,U,202,DFCU202,3.1,0,1.1,,
03/01/2024,DFC,U,201,DFCU201,2.8,0,1.26,,
03/01/2024,DFC,U,203,DFCU203,3.3,0,1.12,,
03/01/2024,DFC,U,204,DFCU204,2.6,0,1.22,,
03/01/2024,DFC,R,112,DFCR112,2.6,0,1,,
03/01/2024,DFC,R,176,DFCR176,2.4,0,1.16,,
03/01/2024,DFC,R,184,DFCR184,3.7,0,1.05,,
03/01/2024,DFC,R,122,DFCR122,2.1,0,0.93,,
03/01/2024,DFC,R,194,DFCR194,2.1,0,1.08,,
03/01/2024,DFC,R,174,DFCR174,3.4,0,0.97,,
03/01/2024,DFC,R,102,DFCR102,3.3,0,1.21,,
03/01/2024,DFC,R,104,DFCR104,2.4,0,1.14,,
03/01/2024,DFC,R,114,DFCR114,2.9,0,0.89,,
03/01/2024,DFC,R,180,DFCR180,3.1,0,0.99,,
03/01/2024,DFC,R,140,DFCR140,2.9,0,1.08,,
03/01/2024,DFC,R,157,DFCR157,2,0,1.16,,
03/01/2024,DFC,R,177,DFCR177,2.6,0,1,,
03/01/2024,DFC,R,103,DFCR103,3.1,0,1.08,,
03/01/2024,DFC,R,113,DFCR113,3.1,0,1.24,,
03/01/2024,DFC,R,171,DFCR171,2.6,0,1.15,,
03/01/2024,DFC,R,148,DFCR148,1.9,0,0.97,,
03/01/2024,DFC,R,139,DFCR139,2.3,0,0.95,,
03/01/2024,DFC,R,156,DFCR156,1.9,0,0.87,,
03/01/2024,DFC,R,119,DFCR119,2,0,0.97,,
03/01/2024,DFC,R,170,DFCR170,2.1,0,0.97,,
03/01/2024,DFC,R,105,DFCR105,2.3,0,0.95,,
03/01/2024,DFC,R,172,DFCR172,2.8,0,0.95,,
03/01/2024,DFC,R,185,DFCR185,1.8,0,0.95,,
03/01/2024,DFC,R,164,DFCR164,3.1,0,1.2,,
03/01/2024,DFC,R,181,DFCR181,2,0,1.19,,
03/01/2024,DFC,R,175,DFCR175,2.9,0,0.95,,
03/01/2024,DFC,R,107,DFCR107,2.6,0,0.89,,
03/01/2024,DFC,R,173,DFCR173,2.4,0,0.94,,
03/01/2024,DFC,R,110,DFCR110,2.2,0,0.95,,
03/01/2024,DFC,R,124,DFCR124,3,0,1.16,,
03/01/2024,DFC,R,141,DFCR141,2.1,0,1.03,,
03/01/2024,DFC,R,192,DFCR192,2,0,0.97,,
03/01/2024,DFC,R,178,DFCR178,2.6,0,1.01,,
03/01/2024,DFC,R,106,DFCR106,2.5,0,1.14,,
03/01/2024,DFC,R,108,DFCR108,2.1,0,0.98,,
03/01/2024,DFC,R,118,DFCR118,1.7,0,1.04,,
03/01/2024,DFC,R,179,DFCR179,2,0,0.95,,
03/01/2024,DFC,R,137,DFCR137,3.3,0,0.95,,
03/01/2024,DFC,R,191,DFCR191,2.1,0,1.08,,
03/01/2024,DFC,R,189,DFCR189,2,0,0.98,,
03/01/2024,DFC,R,111,DFCR111,2.2,0,1.17,,
03/01/2024,DFC,R,168,DFCR168,2.8,0,1.03,,
03/01/2024,DFC,R,155,DFCR155,1.1,0,0.96,,
03/01/2024,DFC,R,129,DFCR129,2.1,0,0.99,,
03/01/2024,DFC,R,120,DFCR120,2.4,0,0.98,,
03/01/2024,DFC,R,125,DFCR125,2,0,1.1,,
03/01/2024,DFC,R,169,DFCR169,2.8,0,1.01,,
03/01/2024,DFC,R,109,DFCR109,2.9,0,1.06,,
03/01/2024,DFC,R,150,DFCR150,2.6,0,0.96,,
03/01/2024,DFC,R,160,DFCR160,2.7,0,1.04,,
03/01/2024,DFC,R,131,DFCR131,2.4,0,1.07,,
03/01/2024,DFC,R,128,DFCR128,2.3,0,0.9,,
03/01/2024,DFC,R,126,DFCR126,2.8,0,1.02,,
03/01/2024,DFC,R,136,DFCR136,2.2,0,1.04,,
03/01/2024,DFC,R,154,DFCR154,2.9,0,0.94,,
03/01/2024,DFC,R,153,DFCR153,2.7,0,1.04,,
03/01/2024,DFC,R,188,DFCR188,2.8,0,0.9,,
03/01/2024,DFC,R,133,DFCR133,2,0,0.89,,
03/01/2024,DFC,R,158,DFCR158,2.4,0,1.06,,
03/01/2024,DFC,R,161,DFCR161,1.8,0,1.02,,
03/01/2024,DFC,R,138,DFCR138,3,0,0.97,,
03/01/2024,DFC,R,152,DFCR152,1.9,0,0.92,,
03/01/2024,DFC,R,167,DFCR167,1.9,0,0.98,,
03/01/2024,DFC,R,134,DFCR134,2.4,0,1.16,,
03/01/2024,DFC,R,143,DFCR143,2,0,1.1,,
03/01/2024,DFC,R,196,DFCR196,2.4,0,0.92,,
03/01/2024,DFC,R,159,DFCR159,2,0,0.94,,
03/01/2024,DFC,R,115,DFCR115,1.9,0,0.98,,
03/01/2024,DFC,R,166,DFCR166,2.5,0,1.07,,
03/01/2024,DFC,R,149,DFCR149,3,0,0.94,,
03/01/2024,DFC,R,123,DFCR123,1.9,0,1.01,,
03/01/2024,DFC,R,147,DFCR147,2.3,0,1.02,,
03/01/2024,DFC,R,195,DFCR195,2.2,0,0.94,,
03/01/2024,DFC,R,121,DFCR121,2.7,0,0.89,,
03/01/2024,DFC,R,127,DFCR127,2.2,0,0.98,,
03/01/2024,DFC,R,132,DFCR132,2.9,0,1.03,,
03/01/2024,DFC,R,117,DFCR117,2.2,0,1.08,,
03/01/2024,DFC,R,142,DFCR142,1.6,0,1.11,,
03/01/2024,DFC,R,162,DFCR162,2.3,0,1.09,,
04/03/2024,DFC,S,210,DFCS210,3.4,0,1.04,,
04/03/2024,DFC,S,217,DFCS217,1.8,0,0.89,3,
04/03/2024,DFC,S,213,DFCS213,3.4,0,1.03,2,
04/03/2024,DFC,S,206,DFCS206,2.1,0,0.96,3,
04/03/2024,DFC,S,219,DFCS219,2.7,0,1.09,3,
04/03/2024,DFC,S,208,DFCS208,2.9,0,0.88,3,
04/03/2024,DFC,S,218,DFCS218,3.1,0,0.94,3,
04/03/2024,DFC,S,209,DFCS209,2.8,0,1.01,3,
04/03/2024,DFC,U,202,DFCU202,3.3,0,0.91,3,
04/03/2024,DFC,U,201,DFCU201,3,0,1.08,3,
04/03/2024,DFC,U,204,DFCU204,2.8,0,1.21,3,
04/03/2024,DFC,U,203,DFCU203,3.5,0,1.25,3,
04/03/2024,DFC,R,112,DFCR112,2.9,0,0.94,5,
04/03/2024,DFC,R,176,DFCR176,2.4,0,1.1,3,
04/03/2024,DFC,R,184,DFCR184,3.7,0,0.97,4,
04/03/2024,DFC,R,122,DFCR122,2.3,0,0.9,5,
04/03/2024,DFC,R,102,DFCR102,3.2,0,1.08,3,
04/03/2024,DFC,R,174,DFCR174,3.4,0,0.96,4,
04/03/2024,DFC,R,194,DFCR194,2.6,0,0.95,3,
04/03/2024,DFC,R,104,DFCR104,2.8,0,1.11,5,
04/03/2024,DFC,R,114,DFCR114,2.7,0,0.85,2,
04/03/2024,DFC,R,180,DFCR180,3.2,0,1.01,3,
04/03/2024,DFC,R,140,DFCR140,3.5,0,1.18,5,
04/03/2024,DFC,R,103,DFCR103,3.1,0,1.05,4,
04/03/2024,DFC,R,177,DFCR177,2.7,0,0.85,4,
04/03/2024,DFC,R,157,DFCR157,2.2,0,1.12,5,
04/03/2024,DFC,R,113,DFCR113,3.2,0,1.16,3,
04/03/2024,DFC,R,171,DFCR171,2.9,0,1.12,4,
04/03/2024,DFC,R,148,DFCR148,2.2,0,0.92,3,
04/03/2024,DFC,R,139,DFCR139,2.3,0,0.85,4,
04/03/2024,DFC,R,170,DFCR170,2.5,0,0.91,3,
04/03/2024,DFC,R,142,DFCR142,2,0,0.94,3,
04/03/2024,DFC,R,156,DFCR156,1.8,0,0.84,4,
04/03/2024,DFC,R,105,DFCR105,2.7,0,0.93,4,
04/03/2024,DFC,R,172,DFCR172,2.8,0,0.92,4,
04/03/2024,DFC,R,185,DFCR185,1.8,0,0.98,3,
04/03/2024,DFC,R,164,DFCR164,3.2,0,1.09,5,
04/03/2024,DFC,R,107,DFCR107,2.4,0,0.97,4,
04/03/2024,DFC,R,175,DFCR175,3.2,0,1.14,5,
04/03/2024,DFC,R,181,DFCR181,2.3,0,1.15,5,
04/03/2024,DFC,R,173,DFCR173,2.7,0,0.97,5,
04/03/2024,DFC,R,110,DFCR110,2.5,0,1,4,
04/03/2024,DFC,R,124,DFCR124,3.1,0,1.03,4,
04/03/2024,DFC,R,141,DFCR141,2.6,0,1.04,5,
04/03/2024,DFC,R,106,DFCR106,2.8,0,1.19,5,
04/03/2024,DFC,R,178,DFCR178,2.7,0,1.05,5,
04/03/2024,DFC,R,192,DFCR192,2.3,0,0.96,4,
04/03/2024,DFC,R,108,DFCR108,2.4,0,1.02,2,
04/03/2024,DFC,R,118,DFCR118,1.6,0,0.98,3,
04/03/2024,DFC,R,179,DFCR179,2.1,0,0.98,3,
04/03/2024,DFC,R,137,DFCR137,3.7,0,1.12,2,
04/03/2024,DFC,R,111,DFCR111,2.6,0,1.08,3,
04/03/2024,DFC,R,189,DFCR189,2.5,0,1.1,3,
04/03/2024,DFC,R,191,DFCR191,2.5,0,1.12,3,
04/03/2024,DFC,R,168,DFCR168,2.5,0,1.02,2,
04/03/2024,DFC,R,155,DFCR155,1.3,0,1.01,3,
04/03/2024,DFC,R,129,DFCR129,2.5,0,0.9,4,
04/03/2024,DFC,R,109,DFCR109,3.2,0,0.99,4,
04/03/2024,DFC,R,169,DFCR169,2.7,0,0.96,3,
04/03/2024,DFC,R,125,DFCR125,2.4,0,0.97,5,
04/03/2024,DFC,R,120,DFCR120,2.9,0,1,3,
04/03/2024,DFC,R,150,DFCR150,2.4,0,0.91,4,
04/03/2024,DFC,R,160,DFCR160,2.9,0,1.04,5,
04/03/2024,DFC,R,131,DFCR131,2.8,0,0.98,5,
04/03/2024,DFC,R,154,DFCR154,3,0,0.93,5,
04/03/2024,DFC,R,136,DFCR136,3.6,0,0.97,4,
04/03/2024,DFC,R,126,DFCR126,2.9,0,0.98,3,
04/03/2024,DFC,R,128,DFCR128,3,0,0.83,2,
04/03/2024,DFC,R,153,DFCR153,3.2,0,1.05,4,
04/03/2024,DFC,R,188,DFCR188,2.7,0,0.97,2,
04/03/2024,DFC,R,133,DFCR133,2.4,0,1.01,4,
04/03/2024,DFC,R,152,DFCR152,2.3,0,0.91,2,
04/03/2024,DFC,R,138,DFCR138,3.3,0,0.93,4,
04/03/2024,DFC,R,161,DFCR161,2.5,0,1.01,5,
04/03/2024,DFC,R,158,DFCR158,2.8,0,1.21,5,
04/03/2024,DFC,R,167,DFCR167,2.2,0,1.04,3,
04/03/2024,DFC,R,134,DFCR134,2.4,0,1.14,3,
04/03/2024,DFC,R,143,DFCR143,2.1,0,1.05,5,
04/03/2024,DFC,R,166,DFCR166,3.1,0,1.14,3,
04/03/2024,DFC,R,115,DFCR115,2.6,0,0.91,3,
04/03/2024,DFC,R,159,DFCR159,2.6,0,0.96,5,
04/03/2024,DFC,R,162,DFCR162,2.6,0,0.96,3,
04/03/2024,DFC,R,149,DFCR149,3.5,0,0.95,5,
04/03/2024,DFC,R,123,DFCR123,2.4,0,0.98,4,
04/03/2024,DFC,R,147,DFCR147,2.9,0,1.01,4,
04/03/2024,DFC,R,132,DFCR132,3.1,0,0.86,3,
04/03/2024,DFC,R,195,DFCR195,2.5,0,0.9,4,
05/04/2024,DFC,R,122,DFCR122,2.4,0,0.98,5,
05/04/2024,DFC,R,142,DFCR142,1.8,0,1,2,
05/04/2024,DFC,R,172,DFCR172,2.9,0,1.07,4,
05/04/2024,DFC,R,155,DFCR155,1.2,0,1.01,3,
05/04/2024,DFC,R,147,DFCR147,3,0,1.28,5,
05/04/2024,DFC,S,206,DFCS206,2.2,0,1.22,3,
05/04/2024,DFC,S,209,DFCS209,2.6,0,1.36,2,
05/04/2024,DFC,S,218,DFCS218,2.9,0,0.85,2,
05/04/2024,DFC,S,213,DFCS213,3.4,0,1.17,2,
05/04/2024,DFC,S,210,DFCS210,3.1,0,1.21,2,
05/04/2024,DFC,S,219,DFCS219,2.7,0,1.08,2,
05/04/2024,DFC,U,208,DFCU208,2.7,0,1.05,2,
05/04/2024,DFC,U,203,DFCU203,3.1,0,1.29,2,
05/04/2024,DFC,U,201,DFCU201,2.5,0,1.13,2,
05/04/2024,DFC,U,204,DFCU204,2.6,0,1.27,2,
05/04/2024,DFC,R,202,DFCR202,2.9,0,0.94,2,
05/04/2024,DFC,R,178,DFCR178,2.3,0,1.04,5,
05/04/2024,DFC,R,106,DFCR106,2.1,0,1.31,5,
05/04/2024,DFC,R,173,DFCR173,2.2,0,1.06,5,
05/04/2024,DFC,R,110,DFCR110,1.9,0,0.94,4,
05/04/2024,DFC,R,132,DFCR132,2.7,0,0.99,2,
05/04/2024,DFC,R,141,DFCR141,1.4,0,1.03,5,
05/04/2024,DFC,R,181,DFCR181,1.7,0,1.32,5,
05/04/2024,DFC,R,175,DFCR175,2.4,0,1.15,5,
05/04/2024,DFC,R,107,DFCR107,2.2,0,1.08,4,
05/04/2024,DFC,R,105,DFCR105,2.4,0,0.92,4,
05/04/2024,DFC,R,191,DFCR191,2,0,1.13,2,
05/04/2024,DFC,R,185,DFCR185,1.6,0,1.02,2,
05/04/2024,DFC,R,164,DFCR164,2.8,0,1.21,5,
05/04/2024,DFC,R,156,DFCR156,1.5,0,0.85,4,
05/04/2024,DFC,R,111,DFCR111,2.2,0,1.07,3,
05/04/2024,DFC,R,170,DFCR170,1.9,0,0.94,2,
05/04/2024,DFC,R,113,DFCR113,2.9,0,1.15,2,
05/04/2024,DFC,R,171,DFCR171,2.2,0,1.16,5,
05/04/2024,DFC,R,148,DFCR148,1.6,0,0.95,4,
05/04/2024,DFC,R,139,DFCR139,1.8,0,0.83,5,
05/04/2024,DFC,R,157,DFCR157,2.1,0,1.1,5,
05/04/2024,DFC,R,177,DFCR177,2.5,0,0.9,5,
05/04/2024,DFC,R,103,DFCR103,2.6,0,1.11,4,
05/04/2024,DFC,R,104,DFCR104,2.5,0,1.11,4,
05/04/2024,DFC,R,114,DFCR114,2.4,0,0.82,1,
05/04/2024,DFC,R,180,DFCR180,2.6,0,0.95,4,
05/04/2024,DFC,R,140,DFCR140,2.7,0.4,1.16,5,
05/04/2024,DFC,R,194,DFCR194,2.2,0,1.01,2,
05/04/2024,DFC,R,174,DFCR174,3.2,0,0.99,3,
05/04/2024,DFC,R,102,DFCR102,3.1,0,1,3,
05/04/2024,DFC,R,112,DFCR112,2.3,0,0.94,5,
05/04/2024,DFC,R,176,DFCR176,2.2,0,1.08,2,
05/04/2024,DFC,R,184,DFCR184,3.2,0,1.05,5,
05/04/2024,DFC,R,123,DFCR123,1.8,0,1.09,4,
05/04/2024,DFC,R,168,DFCR168,2.5,0,1.12,2,
05/04/2024,DFC,R,137,DFCR137,2.9,0,0.95,2,
05/04/2024,DFC,R,129,DFCR129,1.8,0,0.96,4,
05/04/2024,DFC,R,120,DFCR120,2.4,0,0.98,2,
05/04/2024,DFC,R,125,DFCR125,2,0,0.91,5,
05/04/2024,DFC,R,169,DFCR169,2.2,0,0.95,2,
05/04/2024,DFC,R,109,DFCR109,2.8,0,1.22,4,
05/04/2024,DFC,R,150,DFCR150,2.1,0,1.23,4,
05/04/2024,DFC,R,160,DFCR160,2.5,0,1.15,5,
05/04/2024,DFC,R,131,DFCR131,2.5,0,1.22,5,
05/04/2024,DFC,R,128,DFCR128,2.1,0,0.87,2,
05/04/2024,DFC,R,126,DFCR126,2.8,0,0.94,4,
05/04/2024,DFC,R,136,DFCR136,2.1,0,0.99,4,
05/04/2024,DFC,R,154,DFCR154,2.4,0,1,5,
05/04/2024,DFC,R,153,DFCR153,2.7,0,1.07,5,
05/04/2024,DFC,R,188,DFCR188,2.3,0,1.03,2,
05/04/2024,DFC,R,133,DFCR133,1.8,0,0.99,5,
05/04/2024,DFC,R,158,DFCR158,2.7,0,1.17,5,
05/04/2024,DFC,R,161,DFCR161,1.7,0,1.02,5,
05/04/2024,DFC,R,179,DFCR179,1.8,0,1.02,3,
05/04/2024,DFC,R,152,DFCR152,1.8,0,0.88,2,
05/04/2024,DFC,R,167,DFCR167,1.6,0,1.14,2,
05/04/2024,DFC,R,134,DFCR134,1.8,0,1.25,2,
05/04/2024,DFC,R,195,DFCR195,2.1,0,0.97,5,
05/04/2024,DFC,R,149,DFCR149,3.2,0,1.01,5,
05/04/2024,DFC,R,159,DFCR159,2.2,0,1.02,4,
05/04/2024,DFC,R,115,DFCR115,1.8,0,0.99,2,
05/04/2024,DFC,R,166,DFCR166,2.7,0,1.18,2,
05/04/2024,DFC,R,118,DFCR118,1.2,0,1.04,3,
05/04/2024,DFC,R,108,DFCR108,1.8,0,1.08,2,
05/04/2024,DFC,R,192,DFCR192,2,0,0.95,4,
06/04/2024,DFC,S,208,DFCS208,2.9,0,1.01,1,
06/04/2024,DFC,S,219,DFCS219,2.4,0,1.12,2,
06/04/2024,DFC,S,210,DFCS210,3.2,0,1.05,2,
06/04/2024,DFC,S,2.9,DFCS2.9,2.7,0,1.1,2,
06/04/2024,DFC,S,218,DFCS218,2,0,1.05,2,
06/04/2024,DFC,S,213,DFCS213,3.4,0,1.14,2,
06/04/2024,DFC,U,202,DFCU202,3.2,0,1.03,2,
06/04/2024,DFC,U,204,DFCU204,3,0,1.24,2,
06/04/2024,DFC,U,203,DFCU203,3.3,0,1.19,2,
06/04/2024,DFC,U,201,DFCU201,2.7,0,1.2,2,
06/04/2024,DFC,R,112,DFCR112,2.5,0,1.02,4,
06/04/2024,DFC,R,176,DFCR176,2.4,0,1.13,2,
06/04/2024,DFC,R,184,DFCR184,3.6,0,1.08,5,
06/04/2024,DFC,R,123,DFCR123,2.2,0,1.04,5,
06/04/2024,DFC,R,102,DFCR102,3.3,0,1.05,4,
06/04/2024,DFC,R,174,DFCR174,3.3,0,0.99,4,
06/04/2024,DFC,R,194,DFCR194,2.5,0,1.09,1,
06/04/2024,DFC,R,104,DFCR104,2.4,0,1.25,5,
06/04/2024,DFC,R,114,DFCR114,2.6,0,0.87,2,
06/04/2024,DFC,R,180,DFCR180,3.1,0,1.21,5,
06/04/2024,DFC,R,140,DFCR140,2.9,0.2,1.29,5,
06/04/2024,DFC,R,103,DFCR103,3,0,1.16,5,
06/04/2024,DFC,R,177,DFCR177,2.6,0,0.94,4,
06/04/2024,DFC,R,157,DFCR157,2.4,0.2,1.23,5,
06/04/2024,DFC,R,113,DFCR113,3,0,1.26,2,
06/04/2024,DFC,R,171,DFCR171,2.5,0,1.11,5,
06/04/2024,DFC,R,148,DFCR148,2,0,1.19,5,
06/04/2024,DFC,R,139,DFCR139,2.3,0,0.96,5,
06/04/2024,DFC,R,170,DFCR170,2,0,1,2,
06/04/2024,DFC,R,111,DFCR111,2.5,0,1.03,4,
06/04/2024,DFC,R,156,DFCR156,1.9,0,0.88,5,
06/04/2024,DFC,R,105,DFCR105,2.8,0,0.96,4,
06/04/2024,DFC,R,191,DFCR191,2.9,0,1.13,2,
06/04/2024,DFC,R,185,DFCR185,1.8,0,1.05,3,
06/04/2024,DFC,R,164,DFCR164,3,0.3,1.27,5,
06/04/2024,DFC,R,107,DFCR107,2.9,0,1.06,4,
06/04/2024,DFC,R,175,DFCR175,3,0,1.22,5,
06/04/2024,DFC,R,181,DFCR181,2.2,0,1.35,5,
06/04/2024,DFC,R,173,DFCR173,2.8,0.2,1.02,5,
06/04/2024,DFC,R,110,DFCR110,2.2,0,0.9,4,
06/04/2024,DFC,R,132,DFCR132,3,0,1,2,
06/04/2024,DFC,R,141,DFCR141,2.6,0,0.99,5,
06/04/2024,DFC,R,106,DFCR106,2.7,0,1.21,5,
06/04/2024,DFC,R,178,DFCR178,2.6,0,1.35,5,
06/04/2024,DFC,R,168,DFCR168,2.8,0,1.21,2,
06/04/2024,DFC,R,137,DFCR137,3.3,0,0.97,2,
06/04/2024,DFC,R,129,DFCR129,2.4,0,1.1,5,
06/04/2024,DFC,R,109,DFCR109,3.2,0,1.17,5,
06/04/2024,DFC,R,169,DFCR169,2.9,0,0.96,2,
06/04/2024,DFC,R,125,DFCR125,2.2,0,1.23,3,
06/04/2024,DFC,R,120,DFCR120,2.6,0,1.17,2,
06/04/2024,DFC,R,150,DFCR150,2.9,0,0.97,5,
06/04/2024,DFC,R,160,DFCR160,3,0,1.09,5,
06/04/2024,DFC,R,131,DFCR131,2.7,0,1.29,5,
06/04/2024,DFC,R,154,DFCR154,3.1,0,1.18,5,
06/04/2024,DFC,R,136,DFCR136,2.7,0,1.05,5,
06/04/2024,DFC,R,126,DFCR126,3.1,0,0.99,5,
06/04/2024,DFC,R,128,DFCR128,2.9,0,0.85,2,
06/04/2024,DFC,R,153,DFCR153,2.8,0,1.07,5,
06/04/2024,DFC,R,188,DFCR188,2.6,0,1.01,2,
06/04/2024,DFC,R,133,DFCR133,2.6,0,1.09,5,
06/04/2024,DFC,R,152,DFCR152,2,0,0.99,4,
06/04/2024,DFC,R,179,DFCR179,2,0,0.98,5,
06/04/2024,DFC,R,161,DFCR161,2.1,0,1.05,5,
06/04/2024,DFC,R,158,DFCR158,2.5,0,1.12,5,
06/04/2024,DFC,R,167,DFCR167,2.1,0,1.15,2,
06/04/2024,DFC,R,134,DFCR134,2.1,0,1.22,2,
06/04/2024,DFC,R,195,DFCR195,2.5,0,1.17,5,
06/04/2024,DFC,R,166,DFCR166,2.8,0,1.22,3,
06/04/2024,DFC,R,115,DFCR115,2,0,0.93,3,
06/04/2024,DFC,R,159,DFCR159,2.6,0,1.05,5,
06/04/2024,DFC,R,149,DFCR149,3.4,0,1.06,5,
06/04/2024,DFC,R,118,DFCR118,1.9,0,1.14,4,
06/04/2024,DFC,R,108,DFCR108,2.2,0,1.19,3,
06/04/2024,DFC,R,192,DFCR192,2.3,0,0.96,4,
07/02/2024,DFC,S,210,DFCS210,3.2,0,1.06,2,
07/02/2024,DFC,R,141,DFCR141,1.8,0,1.1,5,
07/02/2024,DFC,R,106,DFCR106,2.8,0,1.55,4,
07/02/2024,DFC,R,194,DFCR194,2.1,0,1.1,2,
07/02/2024,DFC,R,179,DFCR179,1.7,0,0.99,5,
07/02/2024,DFC,R,157,DFCR157,2.4,0,1.53,5,
07/02/2024,DFC,R,112,DFCR112,2.4,0,1.19,5,
07/02/2024,DFC,R,176,DFCR176,2.3,0,1.33,1,
07/02/2024,DFC,R,184,DFCR184,3.5,0.2,1.36,5,
07/02/2024,DFC,R,123,DFCR123,2.1,0,1.04,5,
07/02/2024,DFC,R,102,DFCR102,3.2,0,1.3,4,
07/02/2024,DFC,R,174,DFCR174,3.1,0,1.05,4,
07/02/2024,DFC,R,178,DFCR178,2.2,0,1.27,5,
07/02/2024,DFC,R,140,DFCR140,2.7,0.3,1.27,5,
07/02/2024,DFC,R,180,DFCR180,2.7,0,1.26,5,
07/02/2024,DFC,R,114,DFCR114,2.4,0,0.95,1,
07/02/2024,DFC,R,104,DFCR104,2.6,0,1.18,5,
07/02/2024,DFC,R,103,DFCR103,2.9,0,1.17,5,
07/02/2024,DFC,R,177,DFCR177,2.5,0,1.16,5,
07/02/2024,DFC,R,118,DFCR118,1.6,0,1.06,3,
07/02/2024,DFC,R,139,DFCR139,2.5,0.3,0.85,5,
07/02/2024,DFC,R,148,DFCR148,2.2,0,1.08,5,
07/02/2024,DFC,R,171,DFCR171,2.4,0,1.29,5,
07/02/2024,DFC,R,113,DFCR113,2.7,0,1.41,2,
07/02/2024,DFC,R,170,DFCR170,2.1,0,0.99,2,
07/02/2024,DFC,R,111,DFCR111,2.1,0,1.26,4,
07/02/2024,DFC,R,108,DFCR108,1.9,0,0.99,2,
07/02/2024,DFC,R,164,DFCR164,2.8,0.3,1.56,5,
07/02/2024,DFC,R,185,DFCR185,1.6,0,1.07,4,
07/02/2024,DFC,R,191,DFCR191,2.3,0,1.14,2,
07/02/2024,DFC,R,105,DFCR105,2.6,0.3,0.99,5,
07/02/2024,DFC,R,107,DFCR107,2.3,0,1.18,5,
07/02/2024,DFC,R,175,DFCR175,3.2,0,1.37,5,
07/02/2024,DFC,R,181,DFCR181,2.2,0,1.23,5,
07/02/2024,DFC,R,110,DFCR110,2.3,0,0.88,5,
07/02/2024,DFC,R,173,DFCR173,3.2,0.3,1.07,5,
07/02/2024,DFC,R,168,DFCR168,2.4,0,1.13,4,
07/02/2024,DFC,R,192,DFCR192,2.1,0,0.95,4,
07/02/2024,DFC,R,129,DFCR129,2.3,0,1.28,5,
07/02/2024,DFC,R,120,DFCR120,2.4,0,1.26,2,
07/02/2024,DFC,R,125,DFCR125,3.2,0,1.35,5,
07/02/2024,DFC,R,169,DFCR169,2.3,0,1.02,2,
07/02/2024,DFC,R,150,DFCR150,2.4,0,1.09,5,
07/02/2024,DFC,R,160,DFCR160,2.5,0,1.12,5,
07/02/2024,DFC,R,131,DFCR131,2.5,0.3,1.09,5,
07/02/2024,DFC,R,128,DFCR128,2.3,0,0.95,1,
07/02/2024,DFC,R,126,DFCR126,2.5,0,1.18,5,
07/02/2024,DFC,R,136,DFCR136,2.3,0,1.25,5,
07/02/2024,DFC,R,153,DFCR153,2.7,0,1.22,5,
07/02/2024,DFC,R,188,DFCR188,2.4,0,1.01,2,
07/02/2024,DFC,R,133,DFCR133,2.6,0,0.97,5,
07/02/2024,DFC,R,158,DFCR158,2.7,0.3,0.96,5,
07/02/2024,DFC,R,161,DFCR161,1.6,0,1.03,5,
07/02/2024,DFC,R,132,DFCR132,2.7,0,0.96,2,
07/02/2024,DFC,R,152,DFCR152,2.1,0,1.03,4,
07/02/2024,DFC,R,167,DFCR167,1.8,0,1.11,2,
07/02/2024,DFC,R,134,DFCR134,2.2,0,1.35,2,
07/02/2024,DFC,R,195,DFCR195,2.4,0,1.03,5,
07/02/2024,DFC,R,159,DFCR159,2.7,0.3,1.03,5,
07/02/2024,DFC,R,115,DFCR115,1.9,0,0.9,5,
07/02/2024,DFC,R,166,DFCR166,2.3,0,1.1,4,
07/02/2024,DFC,U,204,DFCU204,2.3,0,1.19,2,
07/02/2024,DFC,U,201,DFCU201,2.5,0,1.19,2,
07/02/2024,DFC,U,202,DFCU202,2.8,0,1.05,2,
07/02/2024,DFC,U,203,DFCU203,3.2,0,1.16,2,
